Action Sentence                                                                           ,Formatted Output
"ទៅមុខ 16.76 ម៉ែត្រ នៅល្បឿន 6.05 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 267 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 6.05, 'distance': 16.76, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 267, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 11.59 ម៉ែត្រ នៅល្បឿន 7.96 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 353 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 7.96, 'distance': 11.59, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 353, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 5.87 ម៉ែត្រ នៅល្បឿន 4.15 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 249 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 4.15, 'distance': 5.87, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 249, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 8.58 ម៉ែត្រ នៅល្បឿន 2.88 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 358 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 2.88, 'distance': 8.58, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 358, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 1.12 ម៉ែត្រ នៅល្បឿន 3.05 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 327 ដឺក្រេ។"                  ,"{'action': 'move', 'params': {'linear_speed': 3.05, 'distance': 1.12, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 327, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 10.47 ម៉ែត្រ នៅល្បឿន 9.07 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 148 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 9.07, 'distance': 10.47, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 148, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 2.95 ម៉ែត្រ នៅល្បឿន 4.08 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 244 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 4.08, 'distance': 2.95, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 244, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 14.77 ម៉ែត្រ នៅល្បឿន 8.03 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 222 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 8.03, 'distance': 14.77, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 222, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 1.63 ម៉ែត្រ នៅល្បឿន 1.63 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 145 ដឺក្រេ។"                     ,"{'action': 'move', 'params': {'linear_speed': 1.63, 'distance': 1.63, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 145, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 15.94 ម៉ែត្រ នៅល្បឿន 7.94 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 317 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 7.94, 'distance': 15.94, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 317, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 1.97 ម៉ែត្រ នៅល្បឿន 2.7 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 19 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 2.7, 'distance': 1.97, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 19, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 9.56 ម៉ែត្រ នៅល្បឿន 9.05 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 211 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 9.05, 'distance': 9.56, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 211, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 17.57 ម៉ែត្រ នៅល្បឿន 4.46 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 294 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 4.46, 'distance': 17.57, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 294, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 6.2 ម៉ែត្រ នៅល្បឿន 9.44 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 135 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 9.44, 'distance': 6.2, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 135, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 1.35 ម៉ែត្រ នៅល្បឿន 7.73 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 81 ដឺក្រេ។"                            ,"{'action': 'move', 'params': {'linear_speed': 7.73, 'distance': 1.35, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 81, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 7.86 ម៉ែត្រ នៅល្បឿន 7.27 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 201 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 7.27, 'distance': 7.86, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 201, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 7.35 ម៉ែត្រ នៅល្បឿន 9.05 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 126 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 9.05, 'distance': 7.35, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 126, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 13.18 ម៉ែត្រ នៅល្បឿន 1.98 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 102 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 1.98, 'distance': 13.18, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 102, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 18.29 ម៉ែត្រ នៅល្បឿន 4.92 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 297 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 4.92, 'distance': 18.29, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 297, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 12.09 ម៉ែត្រ នៅល្បឿន 3.26 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 359 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 3.26, 'distance': 12.09, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 359, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 4.68 ម៉ែត្រ នៅល្បឿន 6.79 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 93 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 6.79, 'distance': 4.68, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 93, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 15.61 ម៉ែត្រ នៅល្បឿន 5.73 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 261 ដឺក្រេ។"                 ,"{'action': 'move', 'params': {'linear_speed': 5.73, 'distance': 15.61, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 261, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 5.49 ម៉ែត្រ នៅល្បឿន 9.06 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 319 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 9.06, 'distance': 5.49, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 319, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 4.72 ម៉ែត្រ នៅល្បឿន 6.72 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 88 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 6.72, 'distance': 4.72, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 88, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 18.84 ម៉ែត្រ នៅល្បឿន 5.39 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 79 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 5.39, 'distance': 18.84, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 79, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 8.53 ម៉ែត្រ នៅល្បឿន 5.91 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 170 ដឺក្រេ។"                     ,"{'action': 'move', 'params': {'linear_speed': 5.91, 'distance': 8.53, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 170, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 9.01 ម៉ែត្រ នៅល្បឿន 7.39 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 298 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 7.39, 'distance': 9.01, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 298, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 12.55 ម៉ែត្រ នៅល្បឿន 4.2 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 147 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 4.2, 'distance': 12.55, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 147, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 6.53 ម៉ែត្រ នៅល្បឿន 9.94 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 167 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 9.94, 'distance': 6.53, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 167, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 14.0 ម៉ែត្រ នៅល្បឿន 4.92 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 131 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 4.92, 'distance': 14.0, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 131, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 16.84 ម៉ែត្រ នៅល្បឿន 3.07 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 300 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 3.07, 'distance': 16.84, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 300, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 5.99 ម៉ែត្រ នៅល្បឿន 8.16 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 70 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 8.16, 'distance': 5.99, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 70, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 4.5 ម៉ែត្រ នៅល្បឿន 7.39 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 250 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 7.39, 'distance': 4.5, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 250, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 15.78 ម៉ែត្រ នៅល្បឿន 1.79 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 260 ដឺក្រេ។"                 ,"{'action': 'move', 'params': {'linear_speed': 1.79, 'distance': 15.78, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 260, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 11.37 ម៉ែត្រ នៅល្បឿន 7.62 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 295 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 7.62, 'distance': 11.37, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 295, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 7.23 ម៉ែត្រ នៅល្បឿន 8.96 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 216 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 8.96, 'distance': 7.23, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 216, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 10.53 ម៉ែត្រ នៅល្បឿន 8.46 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 130 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.46, 'distance': 10.53, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 130, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 15.55 ម៉ែត្រ នៅល្បឿន 1.03 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 227 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 1.03, 'distance': 15.55, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 227, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 8.78 ម៉ែត្រ នៅល្បឿន 9.02 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 345 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 9.02, 'distance': 8.78, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 345, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 10.67 ម៉ែត្រ នៅល្បឿន 9.45 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 227 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 9.45, 'distance': 10.67, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 227, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 17.42 ម៉ែត្រ នៅល្បឿន 3.17 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 38 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 3.17, 'distance': 17.42, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 38, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 13.92 ម៉ែត្រ នៅល្បឿន 6.82 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 16 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 6.82, 'distance': 13.92, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 16, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 5.73 ម៉ែត្រ នៅល្បឿន 9.92 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 273 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 9.92, 'distance': 5.73, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 273, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 12.01 ម៉ែត្រ នៅល្បឿន 5.88 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 274 ដឺក្រេ។"                  ,"{'action': 'move', 'params': {'linear_speed': 5.88, 'distance': 12.01, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 274, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 17.8 ម៉ែត្រ នៅល្បឿន 2.15 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 278 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 2.15, 'distance': 17.8, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 278, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 18.37 ម៉ែត្រ នៅល្បឿន 1.74 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 97 ដឺក្រេ។"                  ,"{'action': 'move', 'params': {'linear_speed': 1.74, 'distance': 18.37, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 97, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 3.39 ម៉ែត្រ នៅល្បឿន 1.33 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 151 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 1.33, 'distance': 3.39, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 151, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 4.35 ម៉ែត្រ នៅល្បឿន 6.7 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 20 ដឺក្រេ។"                             ,"{'action': 'move', 'params': {'linear_speed': 6.7, 'distance': 4.35, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 20, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 6.92 ម៉ែត្រ នៅល្បឿន 1.63 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 180 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 1.63, 'distance': 6.92, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 180, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 10.02 ម៉ែត្រ នៅល្បឿន 6.5 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 154 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 6.5, 'distance': 10.02, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 154, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 19.78 ម៉ែត្រ នៅល្បឿន 2.1 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 276 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 2.1, 'distance': 19.78, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 276, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 9.6 ម៉ែត្រ នៅល្បឿន 3.14 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 314 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 3.14, 'distance': 9.6, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 314, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 19.71 ម៉ែត្រ នៅល្បឿន 7.94 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 35 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 7.94, 'distance': 19.71, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 35, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 11.8 ម៉ែត្រ នៅល្បឿន 2.4 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 16 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 2.4, 'distance': 11.8, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 16, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 16.92 ម៉ែត្រ នៅល្បឿន 1.03 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 259 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 1.03, 'distance': 16.92, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 259, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 1.92 ម៉ែត្រ នៅល្បឿន 4.9 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 190 ដឺក្រេ។"                            ,"{'action': 'move', 'params': {'linear_speed': 4.9, 'distance': 1.92, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 190, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 8.21 ម៉ែត្រ នៅល្បឿន 8.72 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 73 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 8.72, 'distance': 8.21, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 73, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 19.77 ម៉ែត្រ នៅល្បឿន 7.17 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 291 ដឺក្រេ។"                     ,"{'action': 'move', 'params': {'linear_speed': 7.17, 'distance': 19.77, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 291, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 1.61 ម៉ែត្រ នៅល្បឿន 4.28 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 110 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 4.28, 'distance': 1.61, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 110, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 3.26 ម៉ែត្រ នៅល្បឿន 1.39 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 147 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 1.39, 'distance': 3.26, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 147, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 16.82 ម៉ែត្រ នៅល្បឿន 5.4 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 201 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 5.4, 'distance': 16.82, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 201, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 17.13 ម៉ែត្រ នៅល្បឿន 2.1 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 53 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 2.1, 'distance': 17.13, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 53, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 15.34 ម៉ែត្រ នៅល្បឿន 5.14 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 293 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 5.14, 'distance': 15.34, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 293, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 6.51 ម៉ែត្រ នៅល្បឿន 2.44 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 342 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 2.44, 'distance': 6.51, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 342, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 6.41 ម៉ែត្រ នៅល្បឿន 7.46 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 67 ដឺក្រេ។"                            ,"{'action': 'move', 'params': {'linear_speed': 7.46, 'distance': 6.41, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 67, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 1.71 ម៉ែត្រ នៅល្បឿន 7.03 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 84 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 7.03, 'distance': 1.71, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 84, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 16.43 ម៉ែត្រ នៅល្បឿន 5.99 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 47 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 5.99, 'distance': 16.43, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 47, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 2.29 ម៉ែត្រ នៅល្បឿន 9.31 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 272 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 9.31, 'distance': 2.29, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 272, 'is_clockwise': False, 'unit': 'degree'}}"
